Adresse,Prix,Ville,Région,Chambres,Salles_de_bain,Salles_d_eau,Étages,Aire_habitable,Taille_terrain,Taxes_municipales,Taxes_scolaires,Électricité,Assurances
"73-387, rue Éricka",469900,Fabreville,Laval,3.0,1.0,1.0,2.0,1250.0,100.0,200000.0,43000.0,120000.0,35000.0
"511-3767, rue Gabrielle-Vallée",359000,Ste-Foy,Québec Rive-Nord,2.0,1.0,1.0,1.0,1510.0,,326000.0,32600.0,82000.0,
"359, rue Saint-Paul",399000,Blainville,Laurentides,2.0,1.0,1.0,2.0,1350.0,,201488.0,22431.0,,
chemin Scotch,60000,Grenville-sur-la-Rouge,Laurentides,,,,,,65000.0,,,,
"5131, rue Gilles-Tremblay",639000,Vaudreuil-Dorion,Montérégie Ouest,3.0,1.0,1.0,3.0,2150.0,,,,,
"212-3711, chemin Sainte-Foy",399000,Ste-Foy,Québec Rive-Nord,3.0,2.0,,1.0,1833.0,,381000.0,32600.0,,
"2745, rue Mistassini",975000,Duvernay,Laval,4.0,2.0,,2.0,1800.0,12854.0,492815.0,59945.0,340000.0,213900.0
"Terrain 43, promenade des Cervidés",279000,Morin-Heights,Laurentides,,,,,,,118539.0,9200.0,,
"479, rue Germaine-Guevremont",520000,Rimouski (Rimouski),Bas-Saint-Laurent,3.0,2.0,,1.0,,7100.0,,,,
"7, place du Geai-Bleu",260000,Ste-Brigitte-De-Laval,Québec Rive-Nord,1.0,1.0,1.0,1.0,,,235133.0,16895.0,108639.0,88800.0
"12, rue des Cépages- Projet domiciliaire Mont des Cépages - Par Habitation Mégatech",750000,St-Hippolyte,Laurentides,4.0,2.0,1.0,2.0,1760.0,35695.0,,,,
"5451, rue du Pont Nord",90000,Alma,Saguenay-Lac-Saint-Jean,3.0,1.0,1.0,2.0,1456.0,,120100.0,,,
avenue Lafleur Nord -Par Les Habitations M.J.S,990000,St-Sauveur,Laurentides,3.0,2.0,1.0,2.0,,,,,,
"11, avenue Saint-Laurent",893000,Louiseville,Mauricie,10.0,3.0,3.0,2.0,5600.0,18000.0,360000.0,25000.0,120000.0,12000.0
"47, avenue des Flandres",499950,Candiac,Montérégie (Rive-Sud Montréal),3.0,1.0,1.0,2.0,1264.0,,232368.0,28347.0,129600.0,
"854, rue Jérémi-Bachand",400000,Roxton Pond,Estrie,2.0,2.0,,1.0,954.0,14995.0,,,,
"100, chemin des Diligences - Arborescence",659900,Bromont,Estrie,3.0,2.0,,2.0,,,,,,
"610, plateau Beaumont",462500,St-Bruno,Saguenay-Lac-Saint-Jean,4.0,2.0,,1.0,,,463404.0,33855.0,,
"16018, rue Forsyth",369900,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,3.0,1.0,,1.0,,,200754.0,21105.0,76000.0,
"30, avenue des Frênes",938000,Pointe-Claire,Montréal / l'Île,4.0,2.0,1.0,3.0,2150.0,,484200.0,58368.0,93000.0,
"7665, avenue Faneuil",624000,Charlesbourg,Québec Rive-Nord,5.0,3.0,1.0,2.0,3328.0,7914.0,411900.0,40500.0,484800.0,289100.0
chemin du Lac-Saint-Onge,189000,Les Escoumins,Côte-Nord,3.0,1.0,,2.0,,25000.0,95232.0,5469.0,,
"4870, rang Saint-André",174900,St-Cuthbert,Lanaudière,2.0,1.0,,1.0,1200.0,,97800.0,,131000.0,139000.0
rue Ulysse-Ste-Marie - Par Construction CRD,413400,Beauport,Québec Rive-Nord,1.0,1.0,,2.0,,,,,,
Rue de la Rivière,133000,St-Alphonse-Rodriguez,Lanaudière,,,,,,66948.0,,,,
"501, rue Laroche",289000,Ste-Émélie-De-L'Énergie,Lanaudière,2.0,1.0,,1.0,598.0,126930.0,112900.0,,,
rue des Champs,23904,St-Hilarion,Charlevoix,,,,,,,,,,
"615, route Henderson",200000,St-Malachie,Chaudière-Appalaches,5.0,2.0,,1.0,1500.0,12000.0,172000.0,10000.0,121500.0,120000.0
"6075, rue Rodrigue",929000,Sherbrooke (Rock Forest),Estrie,3.0,3.0,,2.0,,,580500.0,46400.0,400000.0,
"176, rue de Langloiserie",729000,Rosemère,Laurentides,3.0,3.0,1.0,2.0,,,252400.0,38762.0,119736.0,
"7410, rue Tunisie",749000,Brossard,Montérégie (Rive-Sud Montréal),5.0,2.0,,3.0,,5884.0,271136.0,39892.0,70974.0,156197.0
"11-3159, rue Principale Ouest",284000,Magog,Estrie,2.0,1.0,,1.0,969.0,22000.0,113400.0,11100.0,75000.0,48000.0
"17, chemin de Hatley Acres",409000,Hatley,Estrie,3.0,2.0,,1.0,2500.0,39986.0,200000.0,35000.0,200000.0,
"2226, rue Golconda - Carré Belvédère - Par les Constructions Christian Belleau",402800,Sherbrooke (Mont-Bellevue),Estrie,2.0,1.0,1.0,2.0,,,,,,
"1651, rue de la Vanille",354500,St-Jean-Chrysostome,Québec Rive-Sud (Lévis),3.0,1.0,1.0,2.0,1280.0,3550.0,,,,
"1588, rue de la Vanille",304500,St-Jean-Chrysostome,Québec Rive-Sud (Lévis),3.0,1.0,1.0,1.0,1280.0,3550.0,,,,
"400, rue des Pins",87500,ND-De-Montauban,Mauricie,,,,,,,7900.0,,,
"1466-1470, rue Joliette",899000,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,2.0,1.0,,,,,427584.0,44623.0,,
"3199, route Édouard VII - Par Habitations S.A.B",499000,St-Philippe,Montérégie (Rive-Sud Montréal),3.0,2.0,1.0,2.0,1480.0,,,,,
"139, chemin Gosford Ouest",295000,Westbury,Estrie,2.0,1.0,,1.0,1224.0,,186000.0,48000.0,135000.0,
"160, rue Micheline-Goulet",150000,Sherbrooke (Fleurimont),Estrie,,,,,,8350.0,189905.0,,,
"B-1262, rue des Montrérégiennes",299900,Repentigny (Repentigny),Lanaudière,2.0,1.0,,1.0,,,212970.0,18000.0,84000.0,40875.0
"176, rue du Saguenay",642888,Gatineau (Gatineau),Outaouais,4.0,2.0,1.0,2.0,2424.0,7561.0,396518.0,31388.0,228209.0,120000.0
"689, route 263",250000,Ste-Cecile-De-Whitton,Estrie,5.0,2.0,,2.0,1404.0,24555.0,125574.0,5976.0,270000.0,104229.0
"185, rang du Côteau",749000,St-Charles-sur-Richelieu,Montérégie (Rive-Sud Montréal),4.0,1.0,,2.0,1700.0,,,,,
Route 132 Est,69990,Ste-Luce (Ste-Luce-sur-Mer),Bas-Saint-Laurent,,,,,,13000.0,,,,
"170, 8e Avenue",496900,St-Zotique,Montérégie Ouest,4.0,2.0,,1.0,1200.0,10400.0,238126.0,28672.0,165000.0,115000.0
"215-219, boulevard René-Lévesque Ouest",699900,Montcalm,Québec Rive-Nord,4.0,1.0,1.0,,,,,,,
"1, rue du Domaine",595000,Eastman,Estrie,,,,,,,61500.0,15000.0,,
"590, chemin de la Clairière",1250000,Piedmont,Laurentides,2.0,1.0,1.0,2.0,3114.0,21100.0,356183.0,43616.0,300000.0,139000.0
"9081-85, rue Saint-Denis",1200000,Ahuntsic / Cartierville,Montréal / l'Île,2.0,1.0,,,,1875.0,505661.0,61000.0,,
"19, chemin des Conseillers -  Domaine du Renard Blanc - Par les Habitations Bouladier Inc.",627900,L'Ange-Gardien-Outaouais,Outaouais,3.0,1.0,1.0,2.0,1510.0,51600.0,,,,
"1085, rue Berger - Orée du Parc Central - Par les Constructions Christian Belleau",383900,Sherbrooke (Rock Forest),Estrie,2.0,1.0,,1.0,,,,,,
"4324, rue Wright-Gibson - Place de la Croisée - Par les Constructions Christian Belleau",475000,Sherbrooke (Rock Forest),Estrie,3.0,2.0,,1.0,,,,,,
Le Market - unité 208,575690,Chomedey,Laval,2.0,2.0,,1.0,1263.0,,,,,
"1-420, rue Sylvio-Mantha",349000,Vaudreuil-Dorion,Montérégie Ouest,2.0,1.0,,1.0,1049.0,,166700.0,14700.0,72000.0,
"13, rue Saint-Joseph",189000,St-Michel-Du-Squatec,Bas-Saint-Laurent,2.0,1.0,1.0,2.0,1075.0,,105466.0,3004.0,128942.0,96000.0
"1002-1004, rue de l'Élysée  - Par Nicolas Savard Construction",315900,Val-Bélair,Québec Rive-Nord,3.0,1.0,1.0,2.0,,,,,,
"952, rue Marie-Anne-Messier",629000,Boucherville,Montérégie (Rive-Sud Montréal),3.0,1.0,1.0,1.0,1194.0,6716.0,251100.0,35100.0,184500.0,
"171, rue de l'Église",143000,St-François-Xavier-De-Brompton,Estrie,2.0,1.0,,2.0,,,134446.0,11548.0,226272.0,
"130, rue du Domaine-Thériault",348500,St-Côme,Lanaudière,2.0,1.0,,2.0,,,112900.0,10100.0,200000.0,
"60, boulevard Saint-Elzéar Est",928500,Vimont,Laval,5.0,2.0,1.0,2.0,2683.0,9666.0,463800.0,52600.0,,
chemin de Blue Hills - Le plateau - Par Invesco Habitation,Prixsurdemande,Morin-Heights,Laurentides,,,,,,,,,,
chemin Deauville - Les Sommets Deauville - Par Invesco Habitation,149000,Ste-Adèle,Laurentides,,,,,,,,,,
Projet Allen Falls phase 2 - Par Invesco Habitation,Prixsurdemande,Morin-Heights,Laurentides,,,,,,43000.0,,,,
Projet Hendrix Lake - Par Invesco Habitation,139000,Morin-Heights,Laurentides,,,,,,62800.0,,,,
"575, rue Boisvert",729900,Gatineau (Aylmer),Outaouais,4.0,2.0,1.0,1.0,2100.0,,,,,
"2596, chemin Royal",475000,Ile d'Orléans (Ste-Famille),Québec Rive-Nord,3.0,2.0,1.0,2.0,2256.0,28074.0,217500.0,27320.0,,
"487, rue des Prairies",397000,Ste-Anne-Des-Plaines,Laurentides,3.0,1.0,,1.0,624.0,,260000.0,29000.0,160000.0,
"154, rue Saint-Raoul",358800,Beauport,Québec Rive-Nord,3.0,1.0,1.0,2.0,1440.0,5030.0,,,,
"43, place des Lynx",469000,Ste-Anne-Des-Monts,Gaspésie-Îles-de-la-Madeleine,4.0,1.0,2.0,2.0,2451.0,31500.0,,,,
"1922, avenue de la Gare",249999,Mascouche,Lanaudière,1.0,1.0,,1.0,,,196100.0,11600.0,,
7e Rang,124000,Adstock,Chaudière-Appalaches,,,,,,17000.0,,,,
"7, rue Florence",525000,Canton de Stanstead,Estrie,5.0,1.0,1.0,2.0,2280.0,,127959.0,23474.0,,
"1310, rue Donat-Livernoche",315000,Trois-Rivières (St-Louis-De-France),Mauricie,2.0,1.0,,2.0,,,230505.0,10013.0,,
"20, rue Dupont",250000,St-Côme,Lanaudière,3.0,1.0,,1.0,,,153259.0,10000.0,200000.0,120000.0
"157, rue Principale",327000,Frampton,Chaudière-Appalaches,4.0,2.0,,2.0,,,197140.0,14200.0,223600.0,
"602-6260, rue Jarry Est",554900,Saint-Léonard,Montréal / l'Île,2.0,2.0,,1.0,1403.0,,300500.0,41200.0,70000.0,60000.0
Boisé Natura Phase 2 - Par Construction CRD,129700,Ste-Catherine-de-la-JC,Québec Rive-Nord,,,,,,8000.0,,,,
rue du lac Walfred,67000,Ste-Marguerite-Du-Lac-Masson,Laurentides,,,,,,50000.0,,,,
Cité de la Gare - Par Groupe PM,547945,Ste-Rose,Laval,3.0,1.0,1.0,2.0,,,,,,
"311, chemin des Raymond",294900,Rivière-Du-Loup,Bas-Saint-Laurent,4.0,2.0,,2.0,1350.0,,150000.0,7800.0,160000.0,
"13400, rue Félix-Antoine-Savard",569000,Mirabel (St-Janvier),Laurentides,4.0,2.0,,1.0,2244.0,6000.0,211362.0,31513.0,130000.0,161300.0
"221, rue des Pinsons",264000,St-Raymond,Portneuf,3.0,2.0,,2.0,1824.0,20000.0,194100.0,19500.0,138000.0,
"162, rue Cambert",364500,Beauport,Québec Rive-Nord,3.0,2.0,,2.0,1013.0,5403.0,258948.0,22134.0,191232.0,
"669, chemin Neuf",325000,Degelis,Bas-Saint-Laurent,,,,,,,,,,
chemin de la Roche Blanche,165000,Degelis,Bas-Saint-Laurent,,,,,,,,,,
"127, chemin du Domaine-Casault",375000,Causapscal,Bas-Saint-Laurent,3.0,1.0,1.0,2.0,1160.0,,,,,
"12-190, rue Saint-Jacques",315000,Napierville,Montérégie (Rive-Sud Montréal),3.0,1.0,,1.0,1184.0,,180000.0,16000.0,86000.0,93000.0
"14240, rue Gilles",799000,Mirabel (St-Janvier),Laurentides,3.0,1.0,1.0,2.0,1600.0,5545.0,206000.0,34000.0,100000.0,
"405-107, rue des Pionnières-de-Beauport",345000,Beauport,Québec Rive-Nord,2.0,1.0,1.0,1.0,1400.0,,276992.0,,75192.0,42000.0
"174, route des Geais",318000,Maria,Gaspésie-Îles-de-la-Madeleine,3.0,1.0,,1.0,960.0,,234502.0,17106.0,170400.0,
chemin du Lac-Bécancour,Prixsurdemande,Thetford Mines,Chaudière-Appalaches,,,,,,100000.0,,,,
"3725, rue de Calvi",749000,Fabreville,Laval,3.0,2.0,1.0,2.0,1500.0,,328300.0,37700.0,138200.0,106700.0
"691, montée Giroux",202000,Laverlochère-Angliers,Abitibi-Témiscamingue,,,,,,,142525.0,9686.0,,
"533, rue Principale",220000,St-Rene,Chaudière-Appalaches,4.0,1.0,,2.0,1468.0,53819.0,,,,
"52, chemin Thivierge",370000,Adstock,Chaudière-Appalaches,2.0,1.0,,1.0,,,177092.0,6262.0,,97010.0
"26, rue Pie-XII",255000,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,3.0,1.0,,2.0,1321.0,,193600.0,11300.0,207500.0,57500.0
"1201, rang Saint-Joseph",149000,St-Alexis-Des-Monts,Mauricie,3.0,1.0,,1.0,540.0,,,,,
"6530, rue Saindon",539900,Auteuil,Laval,4.0,1.0,1.0,1.0,1000.0,6000.0,249300.0,26800.0,246500.0,90000.0
"431, boulevard Marie-Victorin",399500,Kingsey Falls,Centre-du-Québec,3.0,2.0,1.0,2.0,1300.0,14000.0,227200.0,22291.0,200000.0,60000.0
"1-650, rue Forbes",339000,Vaudreuil-Dorion,Montérégie Ouest,2.0,1.0,,1.0,1080.0,,158100.0,14800.0,104000.0,
"29, rue du Pré - À Construire - Par Construction Rivard et fils",425000,St-Christophe-D'Arthabaska,Centre-du-Québec,2.0,1.0,1.0,1.0,1400.0,16000.0,,,,
"12235, avenue Edger",500000,Montréal-Nord,Montréal / l'Île,3.0,2.0,,1.0,947.0,4400.0,252600.0,26500.0,200000.0,52700.0
"2339, rue Dalpé",573000,Varennes,Montérégie (Rive-Sud Montréal),4.0,1.0,1.0,2.0,1592.0,,220000.0,32000.0,201000.0,50000.0
"635-637, rue Bossuet",636000,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,6.0,2.0,1.0,,,2400.0,,,,
rue Donaldson,175000,Shannon,Québec Rive-Nord,,,,,,,72400.0,1006.0,,
"64, rue Jennings",299900,Ste-Brigitte-De-Laval,Québec Rive-Nord,4.0,2.0,1.0,2.0,1120.0,10000.0,294500.0,20700.0,174000.0,
"3283, rue des Géraniums",430000,Jonquière (Arvida),Saguenay-Lac-Saint-Jean,4.0,1.0,2.0,2.0,1372.0,8886.0,388900.0,50000.0,300000.0,80000.0
chemin du Lac-Prévost,225000,St-Sauveur,Laurentides,,,,,,137966.0,18593.0,696.0,,
"2055-2061, rue Nicolet",999000,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,2.0,1.0,,,,2500.0,524602.0,60292.0,,
"404, rue des Merles",549000,Pincourt,Montérégie Ouest,4.0,2.0,1.0,2.0,1302.0,,271900.0,26000.0,,
"55, rue des Cerisiers",575000,Farnham,Estrie,5.0,2.0,1.0,1.0,1200.0,5200.0,,,,
"6-7225, rue de Chardonneret",465000,Brossard,Montérégie (Rive-Sud Montréal),2.0,1.0,,2.0,1200.0,,208000.0,26500.0,73500.0,
"2733, rue des Ormes",344900,Mont-Laurier,Laurentides,5.0,3.0,1.0,,,,240265.0,22501.0,,133236.0
"163, chemin des Amoureux",1295000,Mont-Tremblant (St-Jovite),Laurentides,7.0,6.0,1.0,2.0,,,392800.0,48000.0,256100.0,
"412, boulevard Rolland-Cloutier",1489000,Lantier,Laurentides,3.0,2.0,1.0,3.0,2553.0,,,,,
"1728, boulevard Auclair",478000,Ste-Foy,Québec Rive-Nord,3.0,1.0,1.0,2.0,1190.0,,357876.0,34850.0,248200.0,
"93, chemin Éméralda",800000,L'Ange-Gardien-Outaouais,Outaouais,4.0,3.0,,1.0,1721.0,,286285.0,,,
"61, rue du Flanc",1295000,St-Ferréol-les-Neiges,Québec Rive-Nord,6.0,4.0,,2.0,2688.0,10330.0,386437.0,63749.0,287200.0,220000.0
"59, rue des Bouleaux",889000,Grenville-sur-la-Rouge,Laurentides,4.0,1.0,,1.0,1363.0,,353971.0,32631.0,200000.0,120000.0
"5369, rue de Lanaudière",339000,Le Plateau-Mont-Royal,Montréal / l'Île,1.0,1.0,,3.0,625.0,,106700.0,13600.0,,79700.0
8e Rang,279000,Lac-Etchemin,Chaudière-Appalaches,,,,,,,,,,
"507, rue Fontaine",299000,St-Narcisse-De-Beaurivage,Chaudière-Appalaches,3.0,2.0,1.0,1.0,,11800.0,260000.0,16300.0,210000.0,80000.0
"4630, rue Carpentier",395000,St-Cyrille-De-Wendover,Centre-du-Québec,4.0,1.0,2.0,2.0,,,292100.0,20600.0,,99000.0
"1-794, rue des Sureaux",495000,Boucherville,Montérégie (Rive-Sud Montréal),2.0,1.0,1.0,2.0,1276.0,2000.0,180000.0,40000.0,98400.0,
"75, rue Patterson",379000,St-Paul-De-L'Ile-Aux-Noix,Montérégie (Rive-Sud Montréal),5.0,2.0,,1.0,1200.0,14000.0,209900.0,23000.0,,
"116, rue Jean-Gascon",868999,Gatineau (Aylmer),Outaouais,4.0,2.0,1.0,2.0,2866.0,6305.0,644832.0,52740.0,218397.0,85000.0
"5255, avenue des Sapins",1699000,Rosemont / La Petite Patrie,Montréal / l'Île,4.0,2.0,,2.0,3150.0,5000.0,693053.0,88051.0,474000.0,
"2981, route 148",229000,Papineauville,Outaouais,,,,,,29766.0,,,,
"463-465, rue Saint-Georges",360000,Drummondville (Drummondville),Centre-du-Québec,2.0,1.0,,,,7598.0,305641.0,21242.0,,85000.0
"2323, route Lagueux",350000,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),,,,,,,895824.0,20786.0,65000.0,
"5, impasse Emerson",499999,Gatineau (Aylmer),Outaouais,3.0,1.0,1.0,2.0,1188.0,,270000.0,40000.0,168000.0,
"481, rue Sainte-Marthe",126500,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,,,,,,9036.0,106915.0,4021.0,,
"461, 5e Rue",422500,Daveluyville,Centre-du-Québec,4.0,2.0,,1.0,1176.0,7000.0,280000.0,20000.0,190000.0,
"144, rue des Bosquets",599000,Ste-Sophie,Laurentides,3.0,1.0,1.0,2.0,,,336700.0,24400.0,122400.0,136600.0
"301, rue du Meunier",379000,St-Augustin-De-Desmaures,Québec Rive-Nord,3.0,2.0,,1.0,,6000.0,297818.0,22556.0,153794.0,
"354, chemin Saint-Antoine",154900,Val-Des-Monts (Perkins),Outaouais,,,,,,,,,,
"111, rue Drakkar",405000,Gatineau (Gatineau),Outaouais,4.0,1.0,1.0,2.0,1345.0,,,,,
"22, rue de Laprairie",295000,Gatineau (Gatineau),Outaouais,2.0,1.0,,1.0,606.0,2124.0,192900.0,13600.0,120000.0,96000.0
"7991-7993-7995, rue Chabot",900000,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,3.0,1.0,1.0,,,,449012.0,55173.0,,
"750, rue du Cheminot",537000,La Pocatiere,Bas-Saint-Laurent,2.0,2.0,1.0,1.0,1557.0,,416200.0,30200.0,182300.0,112300.0
"2684, rue du Kentucky",849900,St-Lazare,Montérégie Ouest,5.0,2.0,1.0,3.0,,16763.0,351204.0,41362.0,330000.0,
"935, chemin de Saint-Hyacinthe",275000,St-Eugène-De-Grantham,Centre-du-Québec,4.0,1.0,,2.0,,,90032.0,28100.0,227880.0,156000.0
"25, avenue Bellevue",519000,Baie-Comeau,Côte-Nord,3.0,1.0,2.0,2.0,2897.0,26416.0,543181.0,26603.0,368884.0,184600.0
"4628, 2e Avenue",998700,Rosemont / La Petite Patrie,Montréal / l'Île,3.0,2.0,1.0,3.0,1758.0,,467000.0,57200.0,116500.0,
"7875, avenue Sartre",900000,Brossard,Montérégie (Rive-Sud Montréal),4.0,1.0,1.0,2.0,,,297428.0,41327.0,,
"304-195, rue Longtin",399000,La Prairie,Montérégie (Rive-Sud Montréal),3.0,1.0,,2.0,1229.0,,177485.0,19548.0,,
boulevard Malcolm-Fraser,650000,La Malbaie,Charlevoix,,,,,,3000000.0,,,,
"104-1595, rue Louis-Carrier",335000,Ahuntsic / Cartierville,Montréal / l'Île,2.0,1.0,,1.0,1017.0,,165258.0,19005.0,,
"710-712-714, rue Hypolite-Bernier",402000,Lévis,Québec Rive-Sud (Lévis),6.0,3.0,,,,6500.0,,,,
"51, rue des Cerisiers",650000,ND-Du-Mont-Carmel,Mauricie,4.0,3.0,,2.0,2500.0,,373450.0,29642.0,425000.0,
"4020, chemin de l'Église",289000,Chertsey,Lanaudière,2.0,1.0,1.0,2.0,1200.0,37000.0,142446.0,10000.0,200000.0,90000.0
"516, rue Brunelle",525000,Granby,Estrie,5.0,4.0,2.0,2.0,2020.0,,337700.0,36900.0,400000.0,226500.0
"1049, rue Bourget",725000,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),4.0,3.0,1.0,2.0,1961.0,4258.0,370762.0,39178.0,241776.0,241200.0
"5155-5157, rue Lacordaire",520000,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,,,,,,,,,,
"5890, rue Chauveau",929000,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,3.0,1.0,,,,,462641.0,53800.0,,
"884, rue Bruno",369000,Wickham,Centre-du-Québec,5.0,2.0,,2.0,1450.0,7500.0,202500.0,20500.0,260000.0,
"117-117A, rue des Trembles",1785000,Ste-Marguerite-Du-Lac-Masson,Laurentides,2.0,2.0,1.0,,,,579500.0,51500.0,,
rue de Saturne,160000,Cantley,Outaouais,,,,,,4133.0,,,,
"6431-6433, boulevard Saint-Michel",665000,Rosemont / La Petite Patrie,Montréal / l'Île,6.0,2.0,,,,,,39982.0,,171172.0
"90, chemin des Mélèzes",459900,Lac-Beauport,Québec Rive-Nord,5.0,1.0,1.0,1.0,1180.0,7170.0,413441.0,35330.0,280000.0,
"835, 5e Avenue",499900,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,3.0,2.0,,1.0,1150.0,6600.0,300000.0,30000.0,,
"202, rue de la Pente-Douce",325000,Alma,Saguenay-Lac-Saint-Jean,4.0,2.0,,1.0,1205.0,8913.0,246399.0,40000.0,360000.0,
avenue des Capucines,"8,15",Bécancour (Ste-Angèle),Centre-du-Québec,,,,,,10000.0,,,,
"854, rue de Beauport",579000,Granby,Estrie,4.0,1.0,1.0,2.0,1700.0,32607.0,276700.0,29000.0,191700.0,118200.0
"124, rue René-Tremblay",279000,Matane,Bas-Saint-Laurent,4.0,2.0,,1.0,1090.0,,362400.0,19500.0,,
"201-1724, avenue Victoria",319000,Longueuil (Greenfield Park),Montérégie (Rive-Sud Montréal),2.0,1.0,,3.0,1006.0,,164476.0,14619.0,,
"161, place Dubois",415000,Trois-Rivières (Pointe-Du-Lac),Mauricie,3.0,2.0,,1.0,,38654.0,327030.0,21080.0,237280.0,93958.0
coin rue Richard et Giroux - Par Construction APP inc.,249900,Donnacona,Portneuf,2.0,1.0,,2.0,,,,,,
"124, rue de la Trinquette",659000,St-Augustin-De-Desmaures,Québec Rive-Nord,3.0,1.0,1.0,2.0,1680.0,8500.0,490000.0,43500.0,260000.0,83500.0
"4711, route 344",529000,St-Placide,Laurentides,3.0,2.0,,3.0,2000.0,28974.0,214607.0,30000.0,72000.0,140000.0
"6537, place Desparois",748500,Ste-Rose,Laval,4.0,2.0,1.0,2.0,2374.0,6713.0,381727.0,42887.0,172476.0,
"652, rue Milot",489900,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3.0,1.0,1.0,1.0,,,230900.0,23200.0,142000.0,96000.0
"444, rue Principale",499900,Racine,Estrie,,,,,,,,,,
rue de la Détente,102000,St-Alphonse-Rodriguez,Lanaudière,,,,,,195000.0,,,,
rues du Fort et de la Garnision,28000,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,,,,,,8000.0,,,,
"117-335, boulevard Marcel-Laurin",559000,Saint-Laurent,Montréal / l'Île,3.0,2.0,,2.0,1212.0,300.0,285249.0,34578.0,106572.0,
"3020, rue de Toulouse",335000,Trois-Rivières (Trois-Rivières-Ouest),Mauricie,4.0,2.0,,2.0,936.0,13932.0,262600.0,14580.0,,
"1330, chemin des Patriotes",439000,Sorel-Tracy,Montérégie (Rive-Sud Montréal),4.0,2.0,,1.0,1200.0,19345.0,319600.0,13894.0,180000.0,252000.0
"1267-1269-1271-1273, rue Cartier",1175000,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,6.0,4.0,,,,,465031.0,60327.0,,
"102-901, rue de la Commune Est",419000,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,1.0,1.0,,1.0,,279.0,217019.0,26993.0,77000.0,36297.0
"3, rue Saint-Laurent",245000,Sept-Iles,Côte-Nord,3.0,1.0,,1.0,1168.0,7000.0,256334.0,44600.0,235000.0,100000.0
"1179, rue des Portes-de-Saint-Lin",649900,St-Lin-Laurentides,Lanaudière,3.0,1.0,1.0,2.0,1656.0,6997.0,376400.0,46200.0,213600.0,
"975, 41e Avenue",498000,Fabreville,Laval,3.0,1.0,1.0,2.0,1848.0,6400.0,253943.0,25001.0,375000.0,125222.0
"243, rue Essiambre",799000,Gatineau (Gatineau),Outaouais,6.0,3.0,2.0,2.0,,,503100.0,41600.0,500000.0,140000.0
"3607-3609-3611, boulevard du Saguenay",250000,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,5.0,3.0,1.0,,,,362656.0,,,
"102-190, rue Bohémier",420000,Mascouche,Lanaudière,2.0,1.0,,1.0,,,211714.0,15641.0,,
"708-115, chemin de la Côte-Sainte-Catherine",819000,Outremont,Montréal / l'Île,2.0,2.0,,1.0,1364.0,,470100.0,62900.0,122300.0,92400.0
"404-138, rue de Lausanne",269900,Gatineau (Gatineau),Outaouais,2.0,1.0,,3.0,1262.0,,140000.0,70000.0,48000.0,28000.0
boulevard Lesage,395000,St-Vincent-de-Paul,Laval,,,,,,,,,,
"1747-1749, rue Garibaldi",625000,Ste-Adèle,Laurentides,4.0,2.0,1.0,3.0,2300.0,16000.0,414000.0,28800.0,280000.0,217000.0
"412, rue des Pétunias",495000,Victoriaville,Centre-du-Québec,5.0,2.0,1.0,2.0,2500.0,13800.0,406083.0,26958.0,,
"8835, boulevard Saint-Jean",200000,Trois-Rivières (Trois-Rivières),Mauricie,3.0,1.0,,2.0,1440.0,,172266.0,9064.0,160000.0,117502.0
"720, avenue de la Constellation",554000,Alma,Saguenay-Lac-Saint-Jean,3.0,2.0,1.0,2.0,2143.0,,,,,
"7, chemin Fortin",154900,Bouchette,Outaouais,1.0,1.0,,1.0,270.0,,63314.0,,20000.0,60000.0
chemin de l'Érablière,169000,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,,,,,,44000.0,,,,
"587, rue des Chênes",242000,St-Bernard,Chaudière-Appalaches,3.0,2.0,,1.0,918.0,5000.0,,,,
"76, avenue des Neiges",365000,St-Côme,Lanaudière,3.0,1.0,1.0,2.0,1008.0,,112500.0,,,
"457, route du Président Kennedy",259900,St-Côme-Linière,Chaudière-Appalaches,4.0,2.0,1.0,2.0,2956.0,,126462.0,9970.0,,
"6905, boulevard du 7e-Lac",195000,Chertsey,Lanaudière,,,,,,130000.0,,,,
"41, rue des Parulines",335000,Orford,Estrie,3.0,1.0,,1.0,,,161402.0,14176.0,111800.0,54000.0
